	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
64416	that he uses to process music as alternate pathways to improve his ability to speak	he	PRON	that	dobj	areas	undamaged areas	(34, 48)	('it', '.')	"Perhaps , by having him listen over a long time to types of music we 've found to be particularly stimulating and effective , his brain might recruit undamaged areas within it that he uses to process music as alternate pathways to improve his ability to speak . """
64417	that strongly appeals to people	that	DET	that	nsubj	music	music	(4, 8)	('music', 'could')	piece of music that strongly appeals to people could have other practical applications too - like for advertising agencies .
64418	who read our research	who	PRON	who	nsubj	someone	afraid someone	(6, 9)	('someone', 'has')	""" I 'm afraid someone who read our research has used it for something much more treacherous ."
64419	that makes a crystal goblet break - only instead of those vibrations breaking glass	that	DET	that	nsubj	note	the note	(19, 32)	('voice', ',')	Although this is only a crude analogy , think of it like the note in a singer 's voice that makes a crystal goblet break - only instead of those vibrations breaking glass , it shatters those people 's sanity .
64420	who hears it	who	PRON	who	nsubj	anyone	anyone	(5, 7)	('anyone', 'becomes')	With rare exceptions , anyone who hears it becomes infected too .
64421	who 's responsible for this attack	who	PRON	who	nsubj	idea	any idea	(11, 16)	('idea', ',')	""" The secretary said , "" Do you have any idea who 's responsible for this attack , Dr. Steaman ? """
64422	that required a high level of technical sophistication to access	that	DET	that	nsubj	those	those	(15, 24)	('those', '.')	the terrorists ' earworm was released nearly simultaneously from many different sources , including those that required a high level of technical sophistication to access .
64423	who hears this mesmerizing music you 're talking about	you	PRON	who	nsubj	anyone	anyone	(11, 19)	('anyone', 'becomes')	""" Perhaps this is a foolish question , but if anyone who hears this mesmerizing music you 're talking about becomes a zombie , how are you going to safely study it ? """
64424	that shows they 're composed what rhythms , pitches , dynamics , and so on of	that	DET	that	nsubj	output	a graphical output	(9, 24)	('output', '.')	Those sounds will be translated into a graphical output that shows what rhythms , pitches , dynamics , and so on they 're composed of .
64425	that routed his call to the White House	that	DET	that	nsubj	number	a secret phone number	(17, 24)	('number', '.')	As a dial tone buzzed noisily in the room he entered a top-secret phone number that routed his call to the White House .
64426	that could infect people	that	DET	that	nsubj	sources	all potential sources	(15, 18)	"('music', '""')"	The best thing to do would be to remove all potential sources of music that could infect people
64427	that has a constant ampUtude and frequency	that	DET	that	nsubj	signal	a continuous wave signal	(8, 14)	('signal', '.')	Code is transmitted using a continuous wave signal that has a constant ampUtude and frequency .
64428	that involves voice or music	that	DET	that	nsubj	nothing	nothing	(28, 32)	('nothing', '.')	However , people with cell phones should be encouraged to use them instead of a landline phone , but only with their text-based functions-nothing that involves voice or music .
64429	that could contain music	that	DET	that	nsubj	video	any video	(9, 12)	('video', 'should')	Likewise , no music files or any video that could contain music should be downloaded or avaUable for download anymore .
64430	that can play sound in any format	that	DET	that	nsubj	device	any digital device	(7, 13)	('device', 'must')	"In short , any digital device that can play sound in any format must either be eliminated or , in the case of computers and other multifunction devices , have its abUity to produce sound disabled . """
64431	who 'd iUumtoated her existence	who	PRON	who	nsubj	individual	the individual	(22, 26)	('individual', '.')	the rhythmic request for information about what person released a pack of canines ... a young woman crooning to the individual who 'd iUumtoated her existence . . .
64432	that made the most dissonant works of Schoenberg , Bartok	that	DET	that	nsubj	cacophony	a spUtting cacophony	(12, 21)	('cacophony', ',')	Sometimes they aU swelled up together in a brain-spUtting cacophony that made the most dissonant works of Schoenberg , Bartok , and Pendercela played simultaneously sound like a single first-grader staging Pop Goes the Weasel .
64433	who have responded so weU in this crisis	who	PRON	who	nsubj	servants	The public servants	(7, 14)	('citizens', 'deserve')	The public servants and ordinary citizens who have responded so weU in this crisis deserve our gratitude .
64434	that simultaneously paralyzed milUons of their fellows	that	DET	that	nsubj	weapon	the weapon	(30, 36)	('weapon', '.')	Those fortunate enough to be away from a television during the first of this latest wave of terrorist attacks would soon learn a newly coined term describing the weapon that simultaneously paralyzed milUons of their fellows .
64435	that will become clear	that	DET	that	nsubj	reasons	reasons	(3, 6)	('reasons', ',')	For reasons that will become clear , our observer was hesitant to leave his hiding place .
64436	that read LIFE DOES NOT HAVE TO BE PERFECT TO BE WONDERFUL	LIFE	NOUN	that	nsubj	sign	a sign	(14, 25)	('sign', 'Or')	Someone had to have written them , and sometimes , driving past a sign that read LIFE DOES NOT HAVE TO BE PERFECT TO BE WONDERFUL
64437	that was bigger than anywhere else in the world	that	DET	that	nsubj	sky	a sky	(4, 12)	('sky', '.')	There was a sky that was bigger than anywhere else in the world .
64438	which meant he 'd lost his wife to death , not divorce	he	PRON	which	nsubj	hand	his right hand	(11, 22)	(',', '.')	He wore a gold wedding band on his right hand , which meant he 'd lost his wife to death , not divorce .
64439	that eventually killed her )	that	DET	that	nsubj	lump	the lump	(43, 47)	('breast', '.')	a pied--terre in Acapulco and phone-call hangups all hours of the night while her mother got face lifts in Brazil , liposuction in L. A. , seaweed wraps in Tucson , and ignored the lump in her breast that eventually killed her ) .
64440	who could wear Armani or vintage Pucci and not be destroyed if something with hoofs splashed mud on it	who	PRON	who	nsubj	woman	a sunny , bold woman	(23, 41)	('woman', '.')	Clyde looked at Lorna Jo 's fork , the speared melon , and what he saw was a sunny , bold woman who could wear Armani or vintage Pucci and not be destroyed if something with hoofs splashed mud on it .
64441	that had fairies on it	that	DET	that	nsubj	wallpaper	wallpaper	(11, 15)	('wallpaper', ',')	Her mother had decorated Lorna Jo 's girlhood bedroom with wallpaper that had fairies on it , and the fairies ' wings were butterfly wings .
64442	who 's a good sport to boot	who	PRON	who	nsubj	gal	a hearted , looking gal	(13, 19)	('gal', '?')	""" To a big-hearted , hardworking , snazzy-looking gal who 's a good sport to boot ? """
64443	that went all the way around the house	that	DET	that	nsubj	veranda	a veranda	(15, 22)	('veranda', '.')	Grant and Ceely Edmundson lived in a plantation house with a ballroom and a veranda that went all the way around the house .
64444	which demonstrated it was not , after all , irrelevant	it	PRON	which	nsubj	Junior	Clyde Junior	(13, 22)	(',', '.')	Lorna Jo made a point of showing the ring to Clyde Junior , which demonstrated it was not , after all , irrelevant .
64445	which had become Clyde 's bedroom	which	DET	which	nsubj	bedroom	their bedroom	(16, 21)	(',', ',')	first to the ranch , then to the house , then to their bedroom , which had become Clyde 's bedroom , with a hospital bed and vials of medication and the smell of a sickroom .
64446	that were old friends to him	that	DET	that	nsubj	books	books	(6, 11)	('books', 'but')	He asked her to read books that were old friends to him but new to her : essays by Montaigne , Barchester Towers , Churchill 's speeches , a book about the Alamo , Lonesome Dove by Larry McMurtry .
64447	who has stolen your rice	who	PRON	who	nsubj	bully	the bully	(5, 9)	('bully', ',')	"Show me the bully who has stolen your rice , "" the old man said , "" and I will take care of him . """
64448	that showed mother	that	DET	that	nsubj	gallery	the gallery	(14, 16)	('gallery', '.')	I pushed my way out at 57th Street , two blocks from the gallery that showed mother .
64449	who should be at a private function	who	PRON	who	nsubj	anyone	anyone	(15, 21)	('anyone', '.')	In my paint-spattered leather jacket , I did n't look like anyone who should be at a private function .
64450	who I was	I	PRON	who	attr	other	each other	(9, 11)	('other', '.')	Whispers circulated as guests explained to each other who I was .
64451	that seemed to roll	that	DET	that	nsubj	waves	waves	(12, 15)	('waves', '.')	It showed a beach laced by a strip of water with waves that seemed to roll .
64452	that hooked your soul	that	DET	that	nsubj	beauty	A preternatural beauty	(3, 6)	('beauty', '.')	A preternatural beauty that hooked your soul .
64453	who molded a shape from sticky red stuff	who	PRON	who	nsubj	people	the first people	(8, 15)	('people', '.')	I feel I can touch the first people who molded a shape from sticky red stuff .
64454	which is what Art in America calls them	Art	PROPN	which	nsubj	world	a transitional world	(21, 28)	(',', ',')	My vessels , or rather Cadmium Ross 's post-feminist explorations of power in a gender-transitional world , which is what Art in America calls them , have their own reputation .
64455	who 's a carpenter	who	PRON	who	nsubj	neighbor	my neighbor	(7, 10)	(',', ',')	I hired my neighbor , Felix , who 's a carpenter , to build me a custom crib from native birch .
64456	who 'd waited too long to take the plane	who	PRON	who	nsubj	folks	normal folks	(4, 12)	('folks', '.')	almost normal folks who 'd waited too long to take the plane .
64457	that troubled me	that	DET	that	nsubj	much	much	(13, 15)	('much', '.')	Most of the way through the bus , I did n't encounter much that troubled me .
64458	who are likely to run across others like us	who	PRON	who	nsubj	few	only a few	(17, 25)	('us', '.')	Although they do n't like to acknowledge my service , there are only a few of us who are likely to run across others like us .
64459	that resembled our lives	that	DET	that	nsubj	anything	anything	(23, 26)	('anything', '.')	But as much as we dreamed of being like those we met in these bright pages , we looked in vain for anything that resembled our lives .
64460	that came with being a superbeing	that	DET	that	nsubj	limitations	the terrible limitations	(21, 26)	('limitations', '.')	Sure , Spiderman and Batman ( their Batman , not ours ) and the Thing suffered angst and the terrible limitations that came with being a superbeing .
64461	who need to die	who	PRON	who	nsubj	folk	Healthy folk	(2, 5)	('folk', 'are')	Healthy folk who need to die are a more difficult challenge .
64462	who amiably shuffled out of the way	who	PRON	who	nsubj	boy	elbowed fat boy	(14, 20)	(',', '.')	Finally I slipped on another set of gloves and elbowed fat boy , who amiably shuffled out of the way .
64463	that they lack	they	PRON	that	dobj	intensity	the intensity	(9, 11)	('life', '.')	craving for intensity , the intensity of life that they lack .
64464	who keep all their pencils	who	PRON	who	nsubj	kind	the kind	(11, 15)	('people', 'lined')	Vampires are almost fanatically careful creatures - the kind of people who keep all their pencils lined up in order of length on their desks .
64465	which I was sure	I	PRON	which	pobj	minutes	five minutes	(10, 13)	(',', 'would')	The driver gave us forty-five minutes , which I was sure would stretch to an hour .
64466	who had a large red birthmark like a splash of ink across one side of her face	who	PRON	who	nsubj	woman	a looking woman	(25, 41)	('woman', '.')	A chubby guy with a black-leather-fringed and silverstudded vest was talking too loudly about politics with a nice-looking woman who had a large red birthmark like a splash of ink across one side of her face .
64467	that belied the storms roiling through her body	that	DET	that	nsubj	voice	a sweet friendly voice	(19, 26)	('voice', ',')	"Then she shook her head , glancing up at me and said , almost in a sweet friendly voice that belied the storms roiling through her body , "" I 'm perfectly fine , young man . """
64468	that few learn	few	ADJ	that	dobj	art	an art	(8, 10)	('art', '.')	To kill with elegance is an art that few learn .
64469	who need to die	who	PRON	who	nsubj	folk	Regular folk	(2, 5)	('folk', ',')	Regular folk who need to die , however , are a more difficult proposition .
64470	that is not suspicious to the authorities	that	DET	that	nsubj	mechanism	some mechanism	(8, 14)	('mechanism', '.')	@ to you , and by some mechanism that is not suspicious to the authorities .
64471	that housed the clinic	that	DET	that	nsubj	building	the crumbling story adobe building	(27, 30)	('building', 'and')	A few hours later , I sat sweating in the heat on a low concrete wall in the shade of the crumbling one-story adobe building that housed the clinic and a long-abandoned diner .
64472	that indicated vehicles occasionally passed this way	vehicles	NOUN	that	nsubj	ruts	shallow ruts	(21, 27)	('ruts', '.')	""" Here 's the path , right over here , "" he said , pointing to a pair of shallow ruts that indicated vehicles occasionally passed this way ."
64473	that seemed to have been thrust out of the ground by some angry god	that	DET	that	nsubj	fingers	sharp fingers	(40, 53)	('stone', '.')	and the abandoned ruins of its long-lost town , the rough land rolled away before us , broken by the gnarled shapes of junipers here and there , low hills , and sharp fingers and blocks of stone that seemed to have been thrust out of the ground by some angry god .
64474	that makes us relish the sweet	us	PRON	that	nsubj	sour	the sour	(18, 23)	('sour', ',')	""" Well , "" the vampire said , looking over and winking , "" it 's the sour that makes us relish the sweet , you know . """
64475	that seemed to be dancing and leaning back from each other , looking up at the sky	that	DET	that	nsubj	figures	four , size figures	(18, 34)	('figures', '.')	Scratched into the rock , twenty feet above us , were four stylized , life-size figures that seemed to be dancing and leaning back from each other , looking up at the sky .
64476	that contaminate the skin of this planet	that	DET	that	nsubj	specks	the wretched specks	(15, 21)	('detritus', '.')	You are little better than all the rest of the wretched specks of human detritus that contaminate the skin of this planet .
64477	who ca n't	who	PRON	who	nsubj	somebody	somebody	(9, 11)	('somebody', ',')	If you 're okay to move without jostling somebody who ca n't , get the hell off the bus .
64478	who was sitting in the dirt playing with some rocks	who	PRON	who	nsubj	Boy	Teflon Boy	(10, 19)	(',', '.')	I made my way over to Teflon Boy , who was sitting in the dirt playing with some rocks .
64479	whose terror became more palpable with every step	terror	NOUN	whose	poss	kid	the kid	(9, 16)	(',', ',')	But as I headed toward the kid , whose terror became more palpable with every step , I kept a close watch for the vampire .
64480	who lay shivering on the ground some twenty feet away	who	PRON	who	nsubj	kid	the kid	(17, 26)	('kid', '.')	Then he reached down and placed his hand over my face , seeking through me the kid who lay shivering on the ground some twenty feet away .
64481	which was right about where he should have been	he	PRON	which	nsubj	trouble	trouble	(25, 33)	(',', '.')	I slapped his face a couple of times , and his eyes half-opened , but he seemed to be having trouble focusing , which was right about where he should have been .
64482	which he did with great enthusiasm	he	PRON	which	dobj	vampire	the vampire	(15, 20)	(',', ',')	Then I told Teflon Boy to do a little dance around the vampire , which he did with great enthusiasm , humming the theme to Star Wars .
64483	that seemed to hang just above my head , filling all the space of @	that	DET	that	nsubj	scattering	the immense scattering	(20, 34)	('stars', '@')	Every once in a while I would halt and gaze up , astonished , at the immense scattering of stars that seemed to hang just above my head , filling all the space of @ @
64484	who strayed furthest from the truth	who	PRON	who	nsubj	one	the one	(5, 10)	('one', ',')	The loser , the one who strayed furthest from the truth , would have to spend a day among the humans , disguised as one of them .
64485	whose body was two - thirds eaten by cancer	body	NOUN	whose	poss	woman	a young woman	(13, 21)	('woman', '.')	Forever cast her mind across the world , spotted a young woman whose body was two-thirds eaten by cancer .
64486	that had taken place on some long ago afternoon , at 3:12	that	DET	that	nsubj	trauma	a forgotten childhood trauma	(14, 25)	('trauma', '.')	Dr. Connell suggested the strange sensations might stem from a forgotten childhood trauma that had taken place on some long ago afternoon , at 3:12 .
64487	"who could go into a trance and "" journey "" inside you"	who	PRON	who	nsubj	medium	a medium	(24, 35)	('medium', '.')	"One of Phil 's clients , an astrologer pianist ( or was it pianist astrologer ? ) , told her of a medium who could go into a trance and "" journey "" inside you ."
64488	that promised romance and spirituality	that	DET	that	nsubj	center	a center	(10, 14)	('center', '(')	She went to a singles retreat , in a center that promised romance and spirituality
64489	that pretend to be ordinary humans	that	DET	that	nsubj	saints	those saints	(8, 13)	('saints', 'so')	a Secret Master , one of those saints that pretend to be ordinary humans
64490	that seemed as large as a child 's	that	DET	that	nsubj	eyes	thin eyes	(15, 22)	('eyes', ',')	Very thin , with long blond hair and delicate quick fingers , and hazel eyes that seemed as large as a child 's
64491	that was far off , or small , or hidden	that	DET	that	nsubj	vision	a vision	(16, 25)	('herself', '.')	but she found herself squinting , as if she actually could see a vision of herself that was far off , or small , or hidden .
64492	whom she called every day	she	PRON	whom	dobj	El	El	(16, 20)	(',', ',')	Karen told herself it was because she 'd be out of range of El , whom she called every day , sometimes two or three times .
64493	that seized her	that	DET	that	nsubj	spasm	The spasm	(4, 6)	('terror', 'was')	The spasm of terror that seized her was something Bob had never seen before .
64494	who came off the private yachts in the river	who	PRON	who	nsubj	people	the people	(37, 45)	('people', '.')	There were long lines of people standing ( or sitting in wheelchairs ) behind ropes with guards , but the limousines were allowed to pull to the front , for its passengers to mingle with the people who came off the private yachts in the river .
64495	that stood out	that	DET	that	nsubj	figure	the one figure	(7, 9)	('figure', ',')	She could still see the one figure that stood out , a young man with slick black hair and ruby cufflinks .
64496	that would come if she chose herself over Eleanora	she	PRON	that	nsubj	everything	everything	(13, 21)	('everything', '.')	For an instant she could see her life as Karen , everything that would come if she chose herself over Eleanora .
64497	that leveled every building in the western part of Caracol	that	DET	that	nsubj	earthquake	THE earthquake	(3, 12)	('earthquake', '-')	AFTER THE earthquake that leveled every building in the western part of Caracol -
64498	which had sagged inward as if aspiring toward the pyramidal	which	DET	which	nsubj	fellows	its three fellows	(18, 27)	(',', '.')	The wall around the window was intact and even still level , unlike its three fellows , which had sagged inward as if aspiring toward the pyramidal .
64499	with whom Arthur believed himself in love	Arthur	PROPN	whom	pobj	woman	the woman	(18, 24)	('with', '@')	Across the street , walking in unstarched linen of an eggshell color , was the woman with whom Arthur believed himself in love .
64500	that Maria found wondrous and sad	Maria	PROPN	that	mark	wealth	a wealth	(9, 14)	('detail', '.')	unanimity - lay a wealth of conflicting detail that Maria found wondrous and sad .
64501	who was able to dream with some lucidity but unable to predict when this ability would be given or taken away	who	PRON	who	nsubj	Maria	Maria	(6, 26)	(',', ',')	That first night , Maria , who was able to dream with some lucidity but unable to predict when this ability would be given or taken away , had asked both of them , Would you have spoken to me ?
64502	whose life made too much sense to him	life	NOUN	whose	poss	man	a man	(15, 22)	('man', '.')	ARTHUR DREAMED TOO , but in the scattershot and incomprehensible way of a man whose life made too much sense to him .
64503	that had stood in front of a farmhouse where he 'd lived with a group of actors in a touring children 's company when he was twenty - two	he	PRON	that	nsubj	mailbox	the mailbox	(17, 45)	('mailbox', '.')	He had a recurring dream about removing a dog from a mailbox much like the mailbox that had stood in front of a farmhouse where he 'd lived with a group of actors in a touring children 's company when he was twenty-two .
64504	who knew the lay of the land but had yet to learn the nature of her heart	who	PRON	who	nsubj	girl	a beautiful native girl	(16, 32)	('girl', '.')	Arthur wanted a pith helmet and touchy negotiations with cannibals , and a beautiful native girl who knew the lay of the land but had yet to learn the nature of her heart .
64505	who had built them , or what importance they still held outside of stories told to get another drink	they	PRON	who	nsubj	they	they	(8, 26)	(',', '.')	Nobody knew what function they served , who had built them , or what importance they still held outside of stories told to get another drink .
64506	who would use this	who	PRON	who	nsubj	kind	the kind	(7, 10)	('man', '?')	Am I the kind of man who would use this ?
64507	that built webs in abandoned doorways	that	DET	that	nsubj	spiders	spiders	(7, 12)	('spiders', ',')	Omens appeared in the clusters of spiders that built webs in abandoned doorways , and vanished by the next morning ; in the distant rumble of masonry as a building fatally weakened by the earthquake teetered and collapsed , perhaps at the exact moment Arthur was trying to shore up a doorway in his own home .
64508	that looked like a brain into the curbside mire	that	DET	that	nsubj	something	something	(17, 25)	('something', '.')	Isaac , after a brief period of what looked like consideration , hawked up and spat something that looked like a brain into the curbside mire .
64509	who wanted to disappear	who	PRON	who	nsubj	gringo	a gringo	(7, 10)	('gringo', '.')	No better place existed for a gringo who wanted to disappear .
64510	that had driven him to this Caracol of the mind	that	DET	that	nsubj	wounds	the emotional wounds	(25, 34)	('wounds', '.')	One and all , they took their shots at Arthur , they did their best , peeling back the scabs on the emotional wounds that had driven him to this Caracol of the mind .
64511	he believed whom to be Maria Rios	he	PRON	whom	dobj	future	his future	(8, 14)	(',', ',')	To the woman of his future , whom he believed to be Maria Rios , he said : This is what I have been saying to you , the unattainable idol of the woman I want to love .
64512	he knew who was inside	who	PRON	who	nsubj	Maria	Maria	(13, 17)	(',', '.')	He tore another loose , and another , looking for Maria , who he knew was inside .
64513	which was as coarse as a gravel road	which	DET	which	nsubj	face	his face	(8, 15)	(',', '.')	She put a hand to his face , which was as coarse as a gravel road .
64514	that she liked	she	PRON	that	dobj	sweetness	a sweetness	(11, 13)	('him', '.')	""" There was a sweetness and a sadness to him that she liked ."
64515	that made her comfortable	her	PRON	that	nsubj	size	just his size	(6, 9)	('size', ',')	Perhaps it was just his size that made her comfortable , but she felt no threat from the dwarf .
64516	who remained in the dining room	who	PRON	who	nsubj	brothers	the brothers	(4, 9)	('brothers', '.')	He addressed the brothers who remained in the dining room .
64517	which gave the sigh of old wood	which	DET	which	nsubj	table	the table	(8, 14)	(',', '.')	Unus slammed his hand on the table , which gave the sigh of old wood .
64518	that was warm	that	DET	that	nsubj	house	the house	(8, 10)	('house', '-')	This was the only part of the house that was warm - a nice yellow coat of paint , a hand-carved wood bench too low for her , but the perfect size for a dwarf , and an inscription , chiseled into a bronze plaque above the bench in a language she could not read .
64519	who live under this roof	who	PRON	who	nsubj	all	all	(11, 15)	('all', '.')	"Welcome to our forest sanctuary "" or "" Be safe all who live under this roof ."
64520	who took her in	who	PRON	who	nsubj	men	The little men	(3, 6)	('men', 'had')	The little men who took her in had failed in whatever duty they held so dearly , and soon enough the door would open and the monster would come and tear through her snowwhite skin .
64521	which had fallen from a nearby tree	which	DET	which	nsubj	apple	an apple	(7, 13)	(',', '.')	September picked up an apple , which had fallen from a nearby tree .
64522	that entered a failsafe mode	that	DET	that	nsubj	One	One	(1, 5)	('One', 'should')	One that entered a failsafe mode
64523	to which dwarves were unaccustomed	dwarves	NOUN	which	pobj	speed	a speed	(7, 11)	('to', 'Each')	She moved at a speed to which dwarves were unaccustomed .
64524	that made them look flat	them	PRON	that	nsubj	dullness	a dullness	(20, 24)	('dullness', '.')	Made of a metal she 'd not seen before , the chests had a slight bronze hue and a dullness that made them look flat .
64525	that spelled words in the same language as the sign in the foyer	that	DET	that	nsubj	patterns	distinct patterns	(19, 31)	('patterns', '.')	The oak crests , woven into the metal as if forged at the same moment , had distinct patterns that spelled words in the same language as the sign in the foyer .
64526	that made no noise	that	DET	that	nsubj	one	The only one	(3, 6)	('one', 'was')	The only one that made no noise was the final bed .
64527	which purred at her touch	which	DET	which	nsubj	crest	the crest	(10, 14)	(',', '.')	She smiled and placed her hand against the crest , which purred at her touch .
64528	which was warm and slick	which	DET	which	nsubj	forehead	Snow forehead	(9, 13)	(',', '.')	"September laid a hand against Snow 's forehead , which was warm and slick . """
64529	who often seemed enraptured in Unus 's every word	who	PRON	who	nsubj	September	Even September	(4, 12)	(',', ',')	Even September , who often seemed enraptured in Unus 's every word , was looking away .
64530	the spunk that was somehow more alluring than before	that	DET	that	nsubj	Snow	this death Snow	(19, 27)	('Snow', 'You')	The merriment was gone , the spunk , but there was a loveliness to this near-death Snow that was somehow more alluring than before .
64531	that needed to be jettisoned	that	DET	that	nsubj	ballast	ballast	(6, 10)	('ballast', '.')	Like it was full of ballast that needed to be jettisoned .
64532	which had caught in her throat until September managed to shake it loose	September	PROPN	which	nsubj	chunk	a chunk	(24, 36)	(',', '.')	It did n't take long for her to spot it on the ground , a chunk of the apple she 'd eaten , which had caught in her throat until September managed to shake it loose .
64533	that could fill the sails of a mighty war vessel	that	DET	that	nsubj	kind	the kind	(11, 20)	('kind', '.')	Unus had a heavy , gustful snore , the kind that could fill the sails of a mighty war vessel .
64534	who cried now	who	PRON	who	nsubj	Tria	Tria	(4, 6)	('Tria', '.')	""" It was Tria who cried now ."
64535	which she held out to it	she	PRON	which	dobj	berry	the berry	(8, 13)	(',', '.')	"The jackrabbit sniffed at the berry , which she held out to it . """
64536	who notices the way crowds materialize any time	crowds	NOUN	who	nsubj	man	a man	(8, 15)	('man', 'there')	I read this story once about a man who notices the way crowds materialize any time there 's an accident , how hungry they look , and finally he has an accident himself and they show up to get him .
64537	that spring up out of nowhere every time Junior decides to play a quick round of Whack - A - Phil	Junior	PROPN	that	nsubj	throngs	these looking teenage throngs	(11, 31)	('throngs', '.')	and on the other one these famished-looking teenage throngs that spring up out of nowhere every time Junior decides to play a quick round of Whack-A-Phil .
64538	which is gross when you think about it and even when you do n't	you	PRON	which	nsubj	Taylor	Cindy Taylor	(8, 21)	(',', '.')	He stops to chat up Cindy Taylor , which is gross when you think about it and even when you do n't .
64539	I figure which to be a chunk of icy stone in the middle of his chest	I	PRON	which	dobj	heart	the heart	(8, 23)	(',', '-')	this one is from the heart , which I figure to be a chunk of icy stone in the middle of his chest - and lets the books tumble once again to the floor .
64540	which brought Kessinger shouting down upon her	which	DET	which	nsubj	hands	both hands	(27, 33)	(',', '.')	Finally one of the girls - Melissa Malone , I think it was - stood up and shot the whole group the bird with both hands , which brought Kessinger shouting down upon her .
64541	that sewed threads of blood down my bare arms and ducking under low - hanging branches	that	DET	that	nsubj	tangles	tangles	(23, 38)	('briars', '.')	So I paused , listening , and I let the sound draw me toward it , pushing my way through tangles of briars that sewed threads of blood down my bare arms and ducking under low-hanging branches .
64542	that was there	that	DET	that	nsubj	thing	this thing	(25, 27)	('thing', 'but')	That plaintive chitter drew me closer and closer still , until I went to my knees and reached out to touch it , this thing that was there but not quite there .
64543	that stank of alcohol and rot	that	DET	that	nsubj	room	a sterile hospital room	(38, 43)	('room', '.')	But I could feel them , squeezing my hand with this desperate , lonesome pressure , and what I thought of was my grandmother the last time I ever saw her , in a sterile white hospital room that stank of alcohol and rot .
64544	that keening shifted	keening	VERB	that	mark	pitch	the pitch	(36, 38)	('of', '.')	- the creature seemed to be shaped more or less like a human being , but its body felt jointed all wrong under my hands , and in too many places - the pitch of that keening shifted .
64545	that spring to my eyes	that	DET	that	nsubj	tears	the tears	(7, 11)	('tears', ',')	I try to choke back the tears that spring to my eyes , but it 's hopeless , I 'm already crying , these huge mortifying sobs , partly because I 'm just so sick of all this and partly because it feels like
64546	that were another miracle of realism	that	DET	that	nsubj	autos	little autos	(50, 55)	('trucks', '.')	For a couple of days , his dad worked with his laser saw and driver , framing hills , installing prefab cliffs and tunnels , laying out roads and farms and blocks of buildings from the pods , connecting them by yellow-lined streets with little autos and trucks that were another miracle of realism .
64547	that divided the lines	that	DET	that	nsubj	range	a mountain range	(11, 14)	('range', '.')	Where the boards overlapped , his dad terraformed a mountain range that divided the lines .
64548	which was the posthole digger	which	DET	which	nsubj	equipment	tiny farm equipment	(16, 20)	('-', '?')	He was at his dad 's workbench , lost in sorting out tiny farm equipment - which was the posthole digger ?
64549	that kept the equipment cycling	that	DET	that	nsubj	moves	consumption moves	(27, 31)	('moves', '.')	Which was funny , because he 'd been over there five minutes before and he had left the lines on demo routes , low-consumption moves that kept the equipment cycling .
64550	that made the animals move	animals	NOUN	that	nsubj	subroutine	a subroutine	(15, 19)	('subroutine', '.')	The night before , his dad had tweaked the robotics chip to run a subroutine that made the animals move .
64551	that led to the layout 's water tank	that	DET	that	nsubj	vegetation	the vegetation	(18, 25)	('vegetation', '.')	His dad was over by the furnace , tracing a run of copper tubing just beneath the vegetation that led to the layout 's water tank .
64552	that led to a packed - earth tunnel alongside the foundation	that	DET	that	nsubj	path	a path	(10, 20)	('path', '.')	They disappeared behind the carrots and he traced a path that led to a packed-earth tunnel alongside the foundation .
64553	who usually stood stiffly at the controls of the steam engine	who	PRON	who	nsubj	figure	a mute figure	(16, 26)	('figure', '.')	To his surprise , in Chief 's cab sat the fireman , a mute figure who usually stood stiffly at the controls of the steam engine .
64554	who was holding a helmet	who	PRON	who	nsubj	suit	a gold suit	(19, 23)	('suit', '.')	In the trees , behind the caf , Chief was walking with a figure in a gold suit who was holding a helmet .
64555	who held her at her knees	who	PRON	who	nsubj	child	the child	(16, 21)	('child', '.')	She was dark-haired , had a round , moon face , like the child who held her at her knees .
64556	that bound her to the bed	that	DET	that	nsubj	line	fishing line	(9, 14)	('line', '.')	He was transfixed by the pattern of fishing line that bound her to the bed .
64557	which they were always willing to supply	they	PRON	which	pobj	Gestapo	the Gestapo	(23, 29)	('-', ',')	Weber was brought the first host in 1938 and had to keep the disease alive with new hosts from the Gestapo - which they were always willing to supply , though in small lots so he never had more than a few laboratory subjects at a time .
64558	of which I was unaware	I	PRON	which	pobj	event	some event	(11, 15)	('of', 'Willem')	Perhaps this stemmed from some event in his past of which I was unaware .
64559	which brings them into the war in Europe	which	DET	which	nsubj	British	the British	(7, 14)	(',', '.')	"They allied themselves with the British , which brings them into the war in Europe . """
64560	that were at the camp	that	DET	that	nsubj	subjects	Those subjects	(2, 6)	('subjects', 'the')	Those subjects that were at the camp the longest were the most attractive to the tote Mnner .
64561	who had no application of the test attractant	who	PRON	who	nsubj	subjects	Control subjects	(2, 9)	('subjects', 'were')	Control subjects who had no application of the test attractant were also present in the experiment and were ignored until the test subjects had been thoroughly mauled .
64562	that could catapult a scale model container holding six tote Mnner as much as three kilometers behind enemy lines	that	DET	that	nsubj	trebuchet	a model trebuchet	(27, 45)	('trebuchet', '.')	I saw presentations of stealth night drops , blitzkrieg raids with tanks carrying large transport carts - one enterprising young man demonstrated a quarterscale model trebuchet that could catapult a scale model container holding six tote Mnner as much as three kilometers behind enemy lines .
