	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
115011	that called itself NetPuppets	that	DET	that	nsubj	something	something	(11, 14)	('something', '?')	After all , how hard could it be to locate something that called itself NetPuppets ?
115012	that had happened in the past couple of years	that	DET	that	nsubj	things	the things	(12, 20)	('things', 'felt')	Still , she thought , even though some of the things that had happened in the past couple of years felt as though some alien was trying to make her and Jerry Jeff into people they never wanted to be , others had been marvelous .
115013	that might be home to an ambitious young professor	that	DET	that	nsubj	type	the type	(15, 23)	('place', '.')	He twisted the knob and found a cluttered office-the type of place that might be home to an ambitious young professor .
115014	who 's also a marketing genius	who	PRON	who	nsubj	psychologist	a psychologist	(19, 24)	('psychologist', '.')	But even if I can only give them a few hours , clients pay a lot for a psychologist who 's also a marketing genius .
115015	who looks down her nose at you because you 're not wearing an $ 800 suit	you	PRON	who	nsubj	one	the one	(6, 21)	('one', '?')	""" You know , the one who looks down her nose at you because you 're not wearing an $800 suit ?"
115016	that appeared to have something to do with Ricky Ray 's private coaching	that	DET	that	nsubj	file	a file	(5, 17)	('file', '.')	Keith was examining a file that appeared to have something to do with Ricky Ray 's private coaching .
115017	who made me realize Ricky could go into the same business	Ricky	PROPN	who	nsubj	one	The one	(2, 12)	('one', '.')	"The one who made me realize Ricky could go into the same business . """
115018	who might be interested	who	PRON	who	nsubj	Linda	""" Linda"	(4, 7)	(',', '.')	""" Linda , who might be interested . . ."
115019	that leads right to us	that	DET	that	nsubj	trail	a trail	(7, 11)	('trail', '.')	""" No sense in laying a trail that leads right to us ."
115020	from which Dennis caught only one coherent fragment	Dennis	PROPN	which	pobj	anger	anger	(18, 25)	"('from', '""')"	""" You bastards , "" it said , followed by a mix of anger and tears from which Dennis caught only one coherent fragment : "" Why did you do it ? """
115021	that would make Gordon see reason	Gordon	PROPN	that	nsubj	argument	an argument	(6, 11)	('argument', '.')	Dennis groped for an argument that would make Gordon see reason .
115022	that merely makes them madder	them	PRON	that	nsubj	something	something	(10, 14)	('something', '.')	""" We absolutely do n't want to do something that merely makes them madder ."
115023	that has anything to do with the Internet	that	DET	that	nsubj	everything	everything	(9, 16)	('everything', '.')	"Meanwhile , we need to be wary of everything that has anything to do with the Internet . """
115024	that would land them in prison and keep them there for years	that	DET	that	nsubj	warrants	criminal warrants	(5, 16)	('warrants', '?')	Or create criminal warrants that would land them in prison and keep them there for years ?
115025	that sparkled in the evening sun	that	DET	that	nsubj	daisy	a glass daisy	(17, 22)	('daisy', '.')	The Hackett unit sported gaily colored drapes and butterfly suncatchers clustered around a stained-glass daisy that sparkled in the evening sun .
115026	that brought up the NetPuppets site	that	DET	that	nsubj	key	the hot key	(12, 17)	('key', ',')	Carrying his plate to his desk , he tapped the hot key that brought up the NetPuppets site , wondering if this was the start of the inevitable confrontation .
115027	who liked to log on as Gordo	who	PRON	who	nsubj	one	the one	(7, 13)	('one', '.')	He was particularly intrigued by the one who liked to log on as Gordo .
115028	that would prevent him from attempting to recreate it	that	DET	that	nsubj	block	a block	(8, 16)	('block', '.')	Ricky Ray , and entered a block that would prevent him from attempting to recreate it .
115029	that passes through the print plate	that	DET	that	nsubj	part	the part	(20, 25)	('you', 'is')	There is , of course , no sensation of being inside the fax machine , since the part of you that passes through the print plate is immediately whisked apart into component atoms .
115030	that struggles to preserve itself against any insult	that	DET	that	nsubj	illusion	an illusion	(9, 16)	('illusion', '.')	But consciousness is a funny thing , an illusion that struggles to preserve itself against any insult .
115031	who is	who	PRON	who	nsubj	someone	someone	(7, 8)	('someone', 'will')	Because if you 're not , someone who is will simply print an extra copy of him-or herself , and take over another chunk of your market .
115032	who ever loved each other	who	PRON	who	nsubj	way	no way	(11, 15)	(',', '.')	"This is no way for two people to behave , who ever loved each other . """
115033	that began the moment people stopped dying	people	NOUN	that	nsubj	shuffle	the heart shuffle	(6, 12)	('shuffle', ',')	In the broken-heart shuffle that began the moment people stopped dying , everyone got hurt .
115034	who kept only one , the latest and greatest incarnation of their perfect selves	who	PRON	who	nsubj	people	people	(11, 24)	('people', '.')	Archive copies were exactly the same way : there were people who kept only one , the latest and greatest incarnation of their perfect selves .
115035	that weakened or cheapened or traumatized the soul	that	DET	that	nsubj	experience	some experience	(18, 25)	('experience', '.')	But with either strategy it was possible to make a mistake , to internalize and record some experience that weakened or cheapened or traumatized the soul .
115036	who said they were me	they	PRON	who	nsubj	guys	These guys	(3, 7)	(',', ',')	These guys , who said they were me , they lifted me right off the floor .
115037	that comprises you right now	that	DET	that	nsubj	pattern	The pattern	(2, 6)	('pattern', ',')	"The pattern that comprises you right now , right here , will be preserved no matter what Angry Young Theddy thinks or does . """
115038	who claims he was assaulted	who	PRON	who	nsubj	office	my office	(10, 14)	('office', '.')	""" There 's a copy of you in my office who claims he was assaulted ."
115039	which predates any contract you may have with	you	PRON	which	nsubj	agreement	an agreement	(19, 26)	(',', '...')	Maybe the years have eroded your memory , dear friend , but you and I have an agreement , which predates any contract you may have with ...
115040	that led to personal troubles	that	DET	that	nsubj	sort	the sort	(16, 20)	('arrogance', '.')	Money and power and youth were a potent combination , and bred the sort of arrogance that led to personal troubles .
115041	that did n't	that	DET	that	nsubj	something	something	(15, 17)	('something', 'or')	A guidepost affair was , by definition , buried deep in your past-something that did n't or could n't or would n't work out .
115042	who had taste enough to keep the dome lights low and green	who	PRON	who	nsubj	astronomers	astronomers	(21, 32)	(',', '.')	In any case , Verne was a small town inhabited mainly by astronomers and small-time trelium prospectors , who had taste enough to keep the dome lights low and green .
115043	that had value anymore	that	DET	that	nsubj	things	things	(4, 7)	('things', 'were')	The sorts of things that had value anymore were not sorts of things you could steal a gunpoint , and anyway such obvious crimes were always solved , always punished .
115044	whom I visited next	I	PRON	whom	dobj	Pamela	Read Pamela	(7, 10)	(',', ',')	"Pamela , Read Pamela herself , whom I visited next , surprised me by being a lot more understanding . """
115045	that left my skin feeling hot and suffocated	that	DET	that	nsubj	reflector	some crinkly , unbreathable - reflector	(18, 25)	('reflector', ',')	It settled for swathing me in black velvet , lined with some crinkly , unbreathable super-reflector that left my skin feeling hot and suffocated , even as my body heat bled away through my uncovered hands and head .
115046	that can afford my services	that	DET	that	nsubj	people	the rich shady people	(7, 11)	('people', '.')	It 's the rich shady people that can afford my services .
115047	which is worth every penny of the nothing they pay for it	they	PRON	which	nsubj	software	software	(10, 21)	(',', '.')	"The poor ones get their legal help from software , which is worth every penny of the nothing they pay for it . """
115048	who was still in love with Carmine Douglas	who	PRON	who	nsubj	version	an older , younger version	(14, 21)	('version', '?')	Could n't she print out an alternate copy , an older , younger version who was still in love with Carmine Douglas ?
115049	which was to file a motion for Division of Self for Theodore Kaffner , and another for Carmine Douglas	which	DET	which	nsubj	place	the first place	(15, 33)	(',', '.')	Anyway , I did what I should 've done in the first place , which was to file a motion for Division of Self for Theodore Kaffner , and another for Carmine Douglas .
115050	which was to call my parents and let them know what was happening	what	PRON	which	nsubj	thing	another thing	(13, 25)	(',', '.')	Then I did another thing I should 've done right away , which was to call my parents and let them know what was happening .
115051	that was suddenly	that	DET	that	nsubj	evening	a November evening	(48, 50)	('evening', ',')	""" The fireplace was also an illusion-you could n't jab it with the ornamental poker or wave your hand through the flames-but it looked perfect , and crackled just so , and gave off exactly the right amount of heat for a November evening that was suddenly , finally beginning to feel like fall ."
115052	which I provided	I	PRON	which	dobj	refill	a refill	(16, 18)	(',', '.')	Theddy 's glass was empty again , and he waved it for a refill , which I provided .
115053	who loves the theater as much as you do	you	PRON	who	nsubj	Someone	Someone	(1, 9)	('Someone', '.')	"Someone who loves the theater as much as you do . """
115054	who have nothing else to contribute , Carbo	who	PRON	who	nsubj	people	people	(17, 24)	('people', '.')	"But Theddy 's take on it was more forgiving : "" There are a lot of people who have nothing else to contribute , Carbo ."
115055	that followed	that	DET	that	nsubj	events	the events	(20, 21)	('events', ',')	""" Those were Theddy 's last words , and for the record , when the Constabulary had reconstructed the events that followed , I was fully exonerated of any negligence or inaction ."
115056	I agreed that not to dispute or attach in any way	I	PRON	that	dobj	sum	a tidy sum	(29, 39)	('sum', '.')	But Ralph , awash in notoriety , had no shortage of job offers , and had already licensed his story-our story-for a tidy sum that I agreed not to dispute or attach in any way .
115057	which ought , I think , to be useful	I	PRON	which	nsubj	perspective	outsider perspective	(8, 16)	(',', '.')	It gives a certain outsider 's perspective , which ought , I think , to be useful .
115058	that was agonizingly genuine , and equally condescending	that	DET	that	nsubj	sympathy	a sympathy	(13, 20)	('sympathy', '.')	""" I imagine you are , "" she said , with a sympathy that was agonizingly genuine , and equally condescending ."
115059	who could do no wrong	who	PRON	who	nsubj	man	a young man	(7, 11)	('man', ',')	Surely here was a young man who could do no wrong , no matter what the provocation .
115060	that served in place of gravity on the small sphere	that	DET	that	nsubj	electrostatics	the electrostatics	(21, 30)	('electrostatics', '.')	He deposited the soggy ants back onto the medicine-ball-sized planet , his hands tingling from the electrostatics that served in place of gravity on the small sphere .
115061	that troubled him - at least not nearly as much as the lightning	that	DET	that	nsubj	rain	the rain	(6, 18)	('rain', '.')	But it was n't the rain that troubled him-at least not nearly as much as the lightning .
115062	that engulfed the sphere	that	DET	that	nsubj	globules	the tiny water globules	(13, 16)	('globules', '.')	Robinson walked over and batted at a few of the tiny water globules that engulfed the sphere .
115063	who thinks he 's master of the universe	he	PRON	who	nsubj	director	a director	(8, 15)	(',', '.')	"And with a director , my boss , who thinks he 's master of the universe . """
115064	which opened onto the space station 's central corridor	which	DET	which	nsubj	hatch	the outer hatch	(22, 30)	('hatch', '.')	He closed the studio door behind him and followed Robinson through the tiny makeshift control room and onward to the outer hatch which opened onto the space station 's central corridor .
115065	that stands upon a promontory and spies a far off shore where he would tread	he	PRON	that	nsubj	one	one	(3, 17)	('one', ',')	""" Like one that stands upon a promontory and spies a far off shore where he would tread , "" said Walter , "" wishing his foot were square with his eye ."
115066	who buys himself a ride	who	PRON	who	nsubj	jerk	any jerk	(20, 24)	('jerk', '.')	"And since the government wo n't give us what we need , we 're forced to deal with any jerk who buys himself a ride . """
115067	which can turn attempted solutions into Big Problems	which	DET	which	nsubj	countertinkering	invites countertinkering	(8, 15)	(',', '.')	##1012206 Tinkering invites countertinkering , which can turn attempted solutions into Big Problems . . . .
115068	one of which is air conditioning	one	NUM	which	pobj	Thens	and Thens	(5, 10)	('of', 'was')	and Thens , one of which is air conditioning .
115069	that was n't true	that	DET	that	nsubj	stuff	stuff	(9, 12)	('stuff', '?')	""" Right "" "" Have I ever remembered stuff that was n't true ?"
115070	that causes changes to ripple up through history	changes	NOUN	that	nsubj	intervention	a temporal intervention	(13, 20)	('intervention', '.')	But it also has an effect when there 's been a temporal intervention that causes changes to ripple up through history .
115071	that mess with my friends	that	DET	that	nsubj	interventions	interventions	(5, 9)	('interventions', '.')	I do n't like interventions that mess with my friends .
115072	who seemed about my size	who	PRON	who	nsubj	stranger	a passing stranger	(11, 15)	('stranger', ',')	I reached out through the gloom , grabbed a passing stranger who seemed about my size , yanked him into the alley , then menaced him with my club .
115073	with which I purchased copies of every newspaper I could find being sold	I	PRON	which	pobj	pocket	one pocket	(14, 26)	('with', 'Then')	My new clothes proved to have some coins in one pocket , with which I purchased copies of every newspaper I could find being sold .
115074	with whom he attended the Triumph of the Will lectures in Nuremberg	he	PRON	whom	pobj	Riefenstahl	Lent Riefenstahl	(16, 27)	('with', 'Anyone')	Mister Meyer Kampf wishes to inquire as to the whereabouts of Miss Lent Riefenstahl with whom he attended the Triumph of the Will lectures in Nuremberg .
115075	that somehow made me think of my one look at Caligula	me	PRON	that	nsubj	something	something	(10, 20)	('her', '.')	Even from a distance there was something about her that somehow made me think of my one look at Caligula .
115076	that looked disturbingly like a weapon	that	DET	that	nsubj	something	something	(21, 26)	('something', '.')	Then those eyes rested on me , her face instantly lit with fury , and one hand swung upward holding something that looked disturbingly like a weapon .
115077	who were walking	who	PRON	who	nsubj	people	other people	(20, 22)	('people', '.')	In this case , the expected would be for me to run down a street filled with other people who were walking .
115078	who answered my knock peered suspiciously at me	knock	NOUN	who	nsubj	man	The man	(2, 9)	('man', '.')	The man who answered my knock peered suspiciously at me .
115079	who came into view	who	PRON	who	nsubj	woman	The woman	(2, 5)	('woman', 'did')	The woman who came into view did n't look familiar , and she was dressed like a Victorian .
115080	who pulled this off	who	PRON	who	nsubj	ones	the ones	(10, 13)	('ones', '.')	""" I have to give them credit , the ones who pulled this off ."
115081	that quickly faded as I asked a question	I	PRON	that	nsubj	grin	a grin	(5, 12)	('grin', '.')	She flashed a grin that quickly faded as I asked a question .
115082	which fortunately was n't too far away and had a trunk big enough to hide behind as long as Pam and 1 huddled real close together	Pam	PROPN	which	nsubj	trees	the trees	(9, 34)	(',', '.')	We scrambled to one of the trees , which fortunately was n't too far away and had a trunk big enough to hide behind as long as Pam and 1 huddled real close together .
115083	that remained unknown	that	DET	that	nsubj	reasons	reasons	(21, 23)	('reasons', '.')	No one could jump uptime past a certain year because whoever lived Then had set up barriers to jumps for reasons that remained unknown .
115084	which made up a large part of Victorian and Edwardian military life	which	DET	which	nsubj	sort	the sort	(15, 26)	('function', '.')	British military officers , obviously , probably returning late from the sort of social function which made up a large part of Victorian and Edwardian military life .
115085	who are n't fundamentally different from those of us	who	PRON	who	nsubj	humans	living humans	(9, 17)	('humans', 'uptime')	"But another part of a T.I. sees living humans who are n't fundamentally different from those of us uptime from them and hates to actually see them die in the Here and Now . """
115086	who nodded	who	PRON	who	nsubj	Pam	Pam	(5, 6)	(',', '.')	""" I informed Pam , who nodded ."
115087	that fast	that	DET	that	nsubj	stairs	those stairs	(8, 9)	('stairs', 'without')	"Do you think you can cover those stairs that fast without making a lot of noise ? """
115088	who 'd been unfortunate enough to be in the observatory tonight	who	PRON	who	nsubj	others	others	(5, 15)	('others', '.')	assistants , and others who 'd been unfortunate enough to be in the observatory tonight .
115089	that blew leather in all directions	that	DET	that	nsubj	hit	a direct hit	(16, 21)	('hit', '.')	all she knew it contained a grenade-because she caught it with a direct hit that blew leather in all directions.
115090	that created her ceases	that	DET	that	nsubj	future	when the future	(21, 24)	('future', 'to')	""" If they do n't manage another counter-intervention , she should loop out any time now when the future that created her ceases to exist . """
115091	that woman inflicted	woman	NOUN	that	dobj	bruises	the bruises	(5, 7)	('bruises', 'did')	Too bad the bruises that woman inflicted did n't vanish along with her
115092	that still existed	that	DET	that	nsubj	history	a history	(12, 14)	('history', '.')	"Unlike psychoblonde , it 'd been put here by a history that still existed . "" !"
115093	that started in 1918	that	DET	that	nsubj	epidemic	the influenza epidemic	(5, 8)	('epidemic', '.')	Or during the influenza epidemic that started in 1918 .
115094	who might know anything about those dead men	who	PRON	who	nsubj	anyone	anyone	(11, 18)	('anyone', '.')	The local cops are going to be looking for anyone who might know anything about those dead men .
115095	who 'll give me a few bucks for it	who	PRON	who	nsubj	people	some people	(7, 15)	('people', '.')	"I think I know some people who 'll give me a few bucks for it . """
115096	that might give me some sort of reward for saving London and ensuring Hitler 's defeat	that	DET	that	nsubj	organizations	any organizations	(6, 21)	('organizations', '.')	And look up any organizations that might give me some sort of reward for saving London and ensuring Hitler 's defeat.
115097	who say the same thing at the same time	who	PRON	who	nsubj	couples	couples	(5, 13)	('couples', '?')	You 've seen couples who say the same thing at the same time ?
115098	that people used them	people	NOUN	that	advmod	way	the way	(23, 26)	('way', ',')	Words like traumatized and catatonic and withdrawn all flashed through my head , but I hated those words - because the way that people used them , they stopped being descriptions , they became explanations .
115099	who needed strong magic	who	PRON	who	nsubj	one	the only one	(7, 10)	('one', '.')	Maybe Annie was n't the only one who needed strong magic .
115100	who giggled	who	PRON	who	nsubj	one	the one	(8, 9)	('one', '.')	I missed my little girl , the one who giggled .
115101	who was n't here	who	PRON	who	nsubj	person	the person	(12, 15)	('person', '.')	The one person I most needed to talk to was the person who was n't here .
115102	that occurred at the nexus of standing waves - electrical , radio , sonic ,	that	DET	that	nsubj	phenomena	""" unexplainable "" phenomena"	(9, 23)	('phenomena', 'whatever')	"I 'd read articles about "" unexplainable "" phenomena that occurred at the nexus of standing waves - electrical , radio , sonic ,"
115103	who could hear the six o'clock news on his fillings	who	PRON	who	nsubj	guy	the guy	(7, 16)	('guy', '?')	Maybe this was like the guy who could hear the six o'clock news on his fillings ?
115104	that had leapt out of nowhere and ambushed her	that	DET	that	nsubj	animal	a larger , ferocious animal	(14, 22)	('animal', '.')	- Biscuit had been grabbed by a much larger , momentarily ferocious animal that had leapt out of nowhere and ambushed her .
115105	that came to mind	that	DET	that	nsubj	question	The first question	(3, 6)	('question', 'was')	The first question that came to mind was the one I did n't dare ask .
115106	that reactivated a very bad memory	that	DET	that	nsubj	sound	a sound	(14, 19)	('sound', '.')	He does n't look abused , but it 's possible he heard a sound that reactivated a very bad memory .
115107	who had lost her joy somewhere between Highway Twelve and the intensive care unit	who	PRON	who	nsubj	girl	a little girl	(20, 33)	('girl', '.')	I had a little girl without a mommy , with a scar and a limp ; a little girl who had lost her joy somewhere between Highway Twelve and the intensive care unit .
115108	that counts	that	DET	that	nsubj	fight	the fight	(17, 18)	('fight', ',')	I remembered an old saying ; it 's not the size of the dog in the fight that counts , it 's the size of the fight in the dog .
115109	who had become human by meditating in the deepest and most dreadful of caves	who	PRON	who	nsubj	bear	a bear	(21, 34)	('bear', '.')	Sometimes they speak of their first human king , a son of heaven , and his mother , a bear who had become human by meditating in the deepest and most dreadful of caves .
115110	who believed in stating things plainly	who	PRON	who	nsubj	Horanga	Horanga	(15, 20)	(',', '.')	"<p> "" So a perfect magician desires nothing , "" said Horanga , who believed in stating things plainly ."
115111	that you came here	you	PRON	that	mark	magic	magic	(6, 9)	('magic', '?')	"Was it to learn magic that you came here ? """
115112	that consumes your heart ,	that	DET	that	nsubj	desire	the desire	(39, 43)	('desire', 'O')	"During the night , when half the moon hung low in the sky and its other half shone in fragments from the city 's great river , Horanga said to the man beneath her , "" For the desire that consumes your heart , O magician , what would you do ? """
115113	who once watched outside windows	who	PRON	who	nsubj	tiger	Our tiger	(4, 8)	(',', ',')	Our tiger , who once watched outside windows , is not incapable of learning this .
115114	which is to say	which	DET	which	nsubj	something	something	(9, 12)	(',', ',')	You wanted to be something other than virtuous , which is to say , you wanted freedom .
115115	who had become human by meditating in the deepest and most dreadful of caves	who	PRON	who	nsubj	bear	a bear	(21, 34)	('bear', '.')	Sometimes they speak of their first human king , a son of heaven , and his mother , a bear who had become human by meditating in the deepest and most dreadful of caves .
115116	who are sometimes also the children of men	who	PRON	who	nsubj	children	the children	(6, 13)	(',', ',')	But the children of tigers , who are sometimes also the children of men , tell a different story .
115117	that look like this in here every day	that	DET	that	nsubj	men	men	(4, 11)	('men', '.')	""" I see men that look like this in here every day ."
115118	who 'd seen an overstock of wounds	who	PRON	who	nsubj	Vertir	Vertir	(5, 11)	(',', ',')	@ like Vertir , who 'd seen an overstock of wounds , could n't help but notice .
115119	that opened out on the alleys behind the square	that	DET	that	nsubj	maze	a maze	(29, 37)	('buildings', '.')	Eventually , it had been roofed over with canvas to shade the men from the desert sun , and later the canopies stretched back into a maze of buildings that opened out on the alleys behind the square .
115120	that he had to duck around them	he	PRON	that	dobj	ceiling	the ceiling	(11, 17)	('ceiling', '.')	So many bundles of herbs hung drying from the ceiling that he had to duck around them .
115121	who touches her	who	PRON	who	nsubj	man	any man	(7, 9)	('man', '.')	""" And I 'll gut any man who touches her . """
115122	on which she pounded	she	PRON	which	pobj	door	a door	(25, 28)	"('on', '""')"	""" She led him out of the tiny room , through the crowded garden , to a door in the mudbrick wall , on which she pounded . """
115123	who 's discovered the coin is n't soft	coin	NOUN	who	nsubjpass	merchant	a merchant	(25, 32)	('merchant', ',')	No reply came to her call , and , with a deep unhappy frown , she stopped to study Vertir again like a merchant who 's discovered the coin is n't soft , only very worn .
115124	who found it convenient to reside there	it	PRON	who	nsubj	peace	an uneasy peace	(31, 37)	('lords', '.')	The whole city would be no more than a village elsewhere , with only eight crowded blocks , one large public square , and an uneasy peace among the merchant lords who found it convenient to reside there .
115125	who sank in it	who	PRON	who	nsubj	man	deep a man	(5, 8)	('man', 'could')	""" So deep a man who sank in it could never swim-his way back up to the surface ."
115126	that came wrapped around a secret	that	DET	that	nsubj	kind	the kind	(9, 14)	('kind', ',')	It was a knowing chuckle , the kind that came wrapped around a secret , and he did n't care for it .
115127	which was close enough to touch	which	DET	which	nsubj	door	next door	(19, 24)	(',', ',')	""" No , "" she said , "" I , "" bracing herself against the house next door , which was close enough to touch , "" do , "" then taking another step up , "" not . """
115128	that brought him to this pass	that	DET	that	nsubj	liquid	liquid	(4, 9)	('liquid', ',')	""" It 's liquid that brought him to this pass , "" Vertir said ."
115129	which made both of them hard to trace back to the empire , especially at a crossroads like Namascus	both	DET	which	nsubj	district	the distant River district	(17, 35)	(',', '.')	Vertir came from northern Shin and Kuikin had grown up in the distant Ankee River district , which made both of them hard to trace back to the empire , especially at a crossroads like Namascus .
115130	that would get the Notary - General 's agent to turn money over to them	agent	NOUN	that	nsubj	words	the code words	(7, 21)	('words', '.')	Only Kuikin knew the code words that would get the Notary-General 's agent to turn money over to them .
115131	which seemed simple enough before they arrived	they	PRON	which	nsubj	pawnshop	a pawnshop	(9, 15)	(',', '.')	was he was the proprietor of a pawnshop , which seemed simple enough before they arrived .
115132	that held those pikes	that	DET	that	nsubj	hands	the hands	(26, 29)	('hands', '.')	He 'd served as a runner for the old man before the company 's surrender and the disbandment , and he 'd have known the hands that held those pikes .
115133	that hung in the open doorway rang	that	DET	that	nsubj	chimes	> The chimes	(3, 9)	('chimes', '.')	> The chimes that hung in the open doorway rang .
115134	which lunged at him	which	DET	which	nsubj	creature	the creature	(14, 17)	(',', ',')	""" Wrinkling his nose , he leaned forward to stare at the creature , which lunged at him , bared its sharp teeth and went "" Shreee ! Shieee ! """
115135	which he held in front of the imp 's face	he	PRON	which	dobj	fig	a fig	(17, 26)	(',', '.')	The bounty man reached into a pouch at his waist and pulled forth a fig , which he held in front of the imp 's face .
115136	all of which amounted to much noise about nothing	all	DET	which	pobj	chorus	finally a chorus	(24, 32)	('of', '@')	There were bumps from the back room , and an inarticulate voice from upstairs , and finally a chorus of answers , all of which amounted to much noise about nothing .
115137	who 'd passed too much in bribes for no reason at all except these	who	PRON	who	nsubj	man	a man	(9, 22)	('man', 'were')	> The broker , looking like a man who 'd passed too much in bribes for no reason at all except these
115138	that threw him	that	DET	that	nsubj	expectation	an expectation	(7, 9)	('voice', '.')	"There was an expectation in her voice that threw him . """
115139	who knows it	who	PRON	who	nsubj	man	the one man	(5, 7)	('man', 'was')	He 's the one man who knows it
115140	that made Kuikin jump nervously at Vertir 's side	Kuikin	PROPN	that	nsubj	splash	a splash	(10, 18)	('splash', '.')	The small tin bucket hit the water with a splash that made Kuikin jump nervously at Vertir 's side .
115141	who stopped chewing a moment too late	who	PRON	who	nsubj	Vertir	Vertir	(5, 11)	(',', ',')	He stared at Vertir , who stopped chewing a moment too late , then back at Tobe .
115142	who was in as foul a mood as Vertir had ever seen him	Vertir	PROPN	who	nsubj	Kuikin	Kuikin	(7, 19)	(',', '.')	but Tobe was arguing with Kuikin , who was in as foul a mood as Vertir had ever seen him .
115143	which gave him an idea	which	DET	which	nsubj	mash	the figs mash	(15, 19)	('mash', '.')	Vertir clenched his fist , lightly out of reflex , and felt the figs mash which gave him an idea .
115144	who stumbled trying to get out of the way and grabbed Tobe to keep from falling	who	PRON	who	nsubj	Kuikin	Kuikin	(11, 26)	(',', '.')	Tobe screamed , and he swung his fist at Kuikin , who stumbled trying to get out of the way and grabbed Tobe to keep from falling .
115145	that sprang up in the midst of what had been a shaggy spruce forest and peat bogs	what	PRON	that	nsubj	community	a community	(16, 32)	('community', '.')	This was one of the new cities born during a very warm century - a community that sprang up in the midst of what had been a shaggy spruce forest and peat bogs .
115146	that instantly threw her sanity into question	that	DET	that	nsubj	voice	a quiet purposeful voice	(19, 25)	('voice', '.')	Suddenly she was smiling as she walked , speaking softly to nobody , using a quiet purposeful voice that instantly threw her sanity into question .
115147	who could read this work	who	PRON	who	nsubj	people	hundred people	(27, 31)	('world', '.')	""" She spoke in deep mathematical terms , and then without warning , she boasted , "" There are n't a hundred people in the world who could read this work ."
115148	that built the cold dome	that	DET	that	nsubj	equipment	the same essential equipment	(23, 27)	('equipment', 'in')	white masses of damp air over the oceans , compressing them and impressing them with electrical charges , using the same essential equipment that built the cold dome in order to move moisture to tens of thousands of corporate tree farms and fish farms and steak farms and farm farms .
115149	that would admit only those living close at hand	that	DET	that	nsubj	holoroom	a holoroom	(13, 21)	('holoroom', '.')	<p> ON HER OWN initiative , Ruby fabricated a holoroom that would admit only those living close at hand .
115150	that startled everyone , including herself	that	DET	that	nsubj	spryness	a spryness	(14, 19)	('spryness', '.')	Ruby grabbed it up , and she slid into the attic with a spryness that startled everyone , including herself .
115151	that had been his solitary Christmas present , his solace on these bitter nights in the drafty little house	that	DET	that	nsubj	Hugh	Hugh	(7, 25)	('pajamas', '.')	Hugh plucked at the flannel pajamas that had been his solitary Christmas present , his solace on these bitter nights in the drafty little house .
115152	that filled his nose and lungs	that	DET	that	nsubj	vapors	the vapors	(10, 15)	('vapors', 'were')	When he stopped to catch his breath , the vapors that filled his nose and lungs were intoxicating .
115153	that stirred not at all in the gentle sweet - scented wind	that	DET	that	nsubj	trees	enormous trees	(21, 32)	('trees', '.')	As his eyes adjusted ever so slowly to the gloom , he saw looming shadows , blurred shapes like enormous trees that stirred not at all in the gentle sweet-scented wind .
115154	that seemed to emanate from the very walls	that	DET	that	nsubj	light	the velvety light	(8, 15)	('light', '?')	Was this the source of the velvety light that seemed to emanate from the very walls ?
115155	that crunched and crumbled underfoot	that	DET	that	nsubj	carpet	a carpet	(8, 12)	('grass', ';')	Now they trod a carpet of brittle grass that crunched and crumbled underfoot ; he walked on splinters of broken crystal , but they did no damage , seeming to dissolve as his full weight came down upon them .
115156	that was slightly less gray and dim than the grim bank they had surmounted	they	PRON	that	nsubj	place	a place	(12, 25)	('place', '.')	His host , the King , opened a door into a place that was slightly less gray and dim than the grim bank they had surmounted .
115157	that seemed alive enough to ooze around its edges	that	DET	that	nsubj	darkness	a darkness	(27, 35)	('darkness', '.')	Leaning against it with all his weight , the little King managed to slide the latch home , and left the crooked door straining against a darkness that seemed alive enough to ooze around its edges .
115158	that still functions as it should	it	PRON	that	nsubj	place	this place	(9, 14)	('place', ',')	""" From the only part of this place that still functions as it should , "" replied the King ."
115159	that seemed as if they probably would fit	they	PRON	that	nsubj	pair	a pair	(14, 21)	('shoes', '.')	The King toed around beneath the bed and pulled out a pair of shoes that seemed as if they probably would fit .
115160	that hung from a rack by the sink	that	DET	that	nsubj	washcloth	a washcloth	(6, 13)	('washcloth', ',')	He sponged himself with a washcloth that hung from a rack by the sink , then dried with a towel hanging from a peg .
115161	that had baked too long	that	DET	that	nsubj	cake	a cake	(11, 15)	('cake', ',')	The earth looked split and dried , like a cake that had baked too long , the doughy interior swelling up from beneath .
115162	who brought them here	who	PRON	who	nsubj	I	I	(5, 8)	(',', '.')	burden alone - I , who brought them here .
115163	that shook and rattled and stared as they passed	they	PRON	that	nsubj	centers	bright candy centers	(16, 24)	('centers', '.')	Eyes like boiled sweets , rolling and watching them , disembodied orbs with bright candy centers that shook and rattled and stared as they passed .
115164	which was not something he felt strong enough to do	he	PRON	which	nsubj	cage	the cage	(21, 30)	(',', '.')	"He could n't even be certain where to find their eyes without straining close into the dimness of the cage , which was not something he felt strong enough to do . """
115165	that have achieved a kind of existence	that	DET	that	nsubj	ones	the ones	(6, 12)	('ones', '...')	These , or the ones that have achieved a kind of existence ...
115166	that have managed to escape	that	DET	that	nsubj	ones	the ones	(3, 7)	('ones', '.')	the ones that have managed to escape .
